Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AMPL","AMPLITUDE INC CLASS A","Information Technology","Equity","12,144,262.00","0.02","12,144,262.00","1,232,920.00","9.85","United States","NASDAQ","USD","1.00","USD","-"
"SWBI","SMITH WESSON BRANDS INC","Consumer Discretionary","Equity","12,145,143.22","0.02","12,145,143.22","1,002,902.00","12.11","United States","NASDAQ","USD","1.00","USD","-"
"TRST","TRUSTCO BANK CORP","Financials","Equity","12,130,219.40","0.02","12,130,219.40","411,892.00","29.45","United States","NASDAQ","USD","1.00","USD","-"
"TWI","TITAN INTERNATIONAL INC","Industrials","Equity","12,112,503.32","0.02","12,112,503.32","1,141,612.00","10.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DM","DESKTOP METAL INC CLASS A","Industrials","Equity","12,082,490.98","0.02","12,082,490.98","5,951,966.00","2.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSEC","VSE CORP","Industrials","Equity","12,074,226.56","0.02","12,074,226.56","236,564.00","51.04","United States","NASDAQ","USD","1.00","USD","-"
"ACEL","ACCEL ENTERTAINMENT INC CLASS A","Consumer Discretionary","Equity","12,070,604.70","0.02","12,070,604.70","1,249,545.00","9.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GMRE","GLOBAL MEDICAL REIT INC","Real Estate","Equity","12,026,694.26","0.02","12,026,694.26","1,352,834.00","8.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMTB","AMERANT BANCORP INC CLASS A","Financials","Equity","12,010,488.12","0.02","12,010,488.12","621,018.00","19.34","United States","NASDAQ","USD","1.00","USD","-"
"IIIV","I3 VERTICALS INC CLASS A","Financials","Equity","11,998,087.62","0.02","11,998,087.62","512,958.00","23.39","United States","NASDAQ","USD","1.00","USD","-"
"EBIX","EBIX INC","Information Technology","Equity","11,950,712.37","0.02","11,950,712.37","584,959.00","20.43","United States","NASDAQ","USD","1.00","USD","-"
"HCCI","HERITAGE CRYSTAL INC","Industrials","Equity","11,944,842.77","0.02","11,944,842.77","348,551.00","34.27","United States","NASDAQ","USD","1.00","USD","-"
"ALKT","ALKAMI TECHNOLOGY INC","Information Technology","Equity","11,866,743.55","0.02","11,866,743.55","800,185.00","14.83","United States","NASDAQ","USD","1.00","USD","-"
"XPOF","XPONENTIAL FITNESS INC CLASS A","Consumer Discretionary","Equity","11,813,422.77","0.02","11,813,422.77","455,589.00","25.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","11,799,008.28","0.02","11,799,008.28","1,705,059.00","6.92","United States","NASDAQ","USD","1.00","USD","-"
"GDYN","GRID DYNAMICS HOLDINGS INC CLASS A","Information Technology","Equity","11,753,439.48","0.02","11,753,439.48","1,198,108.00","9.81","United States","NASDAQ","USD","1.00","USD","-"
"CNXN","PC CONNECTION INC","Information Technology","Equity","11,754,298.75","0.02","11,754,298.75","254,147.00","46.25","United States","NASDAQ","USD","1.00","USD","-"
"CLW","CLEARWATER PAPER CORP","Materials","Equity","11,742,550.05","0.02","11,742,550.05","374,563.00","31.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAND","GLADSTONE LAND REIT CORP","Real Estate","Equity","11,722,180.34","0.02","11,722,180.34","710,866.00","16.49","United States","NASDAQ","USD","1.00","USD","-"
"AGX","ARGAN INC","Industrials","Equity","11,723,677.92","0.02","11,723,677.92","285,456.00","41.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ME","23ANDME HOLDING CLASS A","Health Care","Equity","11,695,951.10","0.02","11,695,951.10","5,705,342.00","2.05","United States","NASDAQ","USD","1.00","USD","-"
"CRMT","AMERICAS CAR MART INC","Consumer Discretionary","Equity","11,689,275.30","0.02","11,689,275.30","131,414.00","88.95","United States","NASDAQ","USD","1.00","USD","-"
"CLFD","CLEARFIELD INC","Information Technology","Equity","11,639,428.64","0.02","11,639,428.64","286,192.00","40.67","United States","NASDAQ","USD","1.00","USD","-"
"VCTR","VICTORY CAPITAL HOLDINGS CLASS A I","Financials","Equity","11,629,235.85","0.02","11,629,235.85","358,595.00","32.43","United States","NASDAQ","USD","1.00","USD","-"
"BBUC","BROOKFIELD BUSINESS CORP CLASS A","Industrials","Equity","11,620,899.78","0.02","11,620,899.78","555,758.00","20.91","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGP","RESOURCES CONNECTION INC","Industrials","Equity","11,534,966.52","0.02","11,534,966.52","713,356.00","16.17","United States","NASDAQ","USD","1.00","USD","-"
"BRY","BERRY","Energy","Equity","11,522,014.20","0.02","11,522,014.20","1,684,505.00","6.84","United States","NASDAQ","USD","1.00","USD","-"
"VVX","V2X INC","Industrials","Equity","11,520,153.72","0.02","11,520,153.72","267,786.00","43.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENTA","ENANTA PHARMACEUTICALS INC","Health Care","Equity","11,510,612.23","0.02","11,510,612.23","443,911.00","25.93","United States","NASDAQ","USD","1.00","USD","-"
"STGW","STAGWELL INC CLASS A","Communication","Equity","11,489,333.15","0.02","11,489,333.15","1,697,095.00","6.77","United States","NASDAQ","USD","1.00","USD","-"
"SLGC","SOMALOGIC INC CLASS A","Health Care","Equity","11,489,898.60","0.02","11,489,898.60","3,450,420.00","3.33","United States","NASDAQ","USD","1.00","USD","-"
"PGC","PEAPACK GLADSTONE FINANCIAL CORP","Financials","Equity","11,392,666.76","0.02","11,392,666.76","404,282.00","28.18","United States","NASDAQ","USD","1.00","USD","-"
"VVI","VIAD CORP","Industrials","Equity","11,390,471.68","0.02","11,390,471.68","454,528.00","25.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXPE","DXP ENTERPRISES INC","Industrials","Equity","11,343,105.00","0.02","11,343,105.00","336,092.00","33.75","United States","NASDAQ","USD","1.00","USD","-"
"NRIX","NURIX THERAPEUTICS INC","Health Care","Equity","11,317,182.24","0.02","11,317,182.24","1,036,372.00","10.92","United States","NASDAQ","USD","1.00","USD","-"
"ASC","ARDMORE SHIPPING CORP","Energy","Equity","11,299,708.24","0.02","11,299,708.24","898,228.00","12.58","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBF","ENNIS INC","Industrials","Equity","11,293,162.64","0.02","11,293,162.64","554,674.00","20.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GSBC","GREAT SOUTHERN BANCORP INC","Financials","Equity","11,237,625.00","0.02","11,237,625.00","214,050.00","52.50","United States","NASDAQ","USD","1.00","USD","-"
"GNK","GENCO SHIPPING AND TRADING LTD","Industrials","Equity","11,170,999.20","0.02","11,170,999.20","821,397.00","13.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSII","HEIDRICK AND STRUGGLES INTERNATION","Industrials","Equity","11,167,663.17","0.02","11,167,663.17","433,023.00","25.79","United States","NASDAQ","USD","1.00","USD","-"
"EVLV","EVOLV TECHNOLOGIES HOLDINGS INC CL","Information Technology","Equity","11,129,890.86","0.02","11,129,890.86","1,873,719.00","5.94","United States","NASDAQ","USD","1.00","USD","-"
"DHIL","DIAMOND HILL INVESTMENT GROUP INC","Financials","Equity","11,116,342.80","0.02","11,116,342.80","65,448.00","169.85","United States","NASDAQ","USD","1.00","USD","-"
"CCO","CLEAR CHANNEL OUTDOOR HOLDINGS INC","Communication","Equity","11,110,128.32","0.02","11,110,128.32","8,169,212.00","1.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHCR","SHARECARE INC CLASS A","Health Care","Equity","11,071,381.44","0.02","11,071,381.44","6,590,108.00","1.68","United States","NASDAQ","USD","1.00","USD","-"
"AVD","AMER VANGUARD CORP","Materials","Equity","11,067,677.28","0.02","11,067,677.28","619,344.00","17.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVO","MISSION PRODUCE INC","Consumer Staples","Equity","11,009,828.82","0.02","11,009,828.82","858,801.00","12.82","United States","NASDAQ","USD","1.00","USD","-"
"ACRE","ARES COMMERCIAL REAL ESTATE REIT C","Financials","Equity","11,010,614.65","0.02","11,010,614.65","1,148,135.00","9.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSE","TRINSEO PLC","Materials","Equity","10,965,525.35","0.02","10,965,525.35","773,855.00","14.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCBC","FIRST COMMUNITY BANKSHARES INC","Financials","Equity","10,956,964.80","0.02","10,956,964.80","376,528.00","29.10","United States","NASDAQ","USD","1.00","USD","-"
"QNST","QUINSTREET INC","Communication","Equity","10,919,108.32","0.02","10,919,108.32","1,117,616.00","9.77","United States","NASDAQ","USD","1.00","USD","-"
"CFB","CROSSFIRST BANKSHARES INC","Financials","Equity","10,895,473.62","0.02","10,895,473.62","1,024,974.00","10.63","United States","NASDAQ","USD","1.00","USD","-"
"AGEN","AGENUS INC","Health Care","Equity","10,877,312.00","0.02","10,877,312.00","6,798,320.00","1.60","United States","NASDAQ","USD","1.00","USD","-"
"IDT","IDT CORP CLASS B","Communication","Equity","10,819,891.39","0.02","10,819,891.39","342,727.00","31.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTBK","HERITAGE COMMERCE CORP","Financials","Equity","10,811,482.50","0.02","10,811,482.50","1,341,375.00","8.06","United States","NASDAQ","USD","1.00","USD","-"
"MCFT","MASTERCRAFT BOAT HOLDINGS INC","Consumer Discretionary","Equity","10,778,274.15","0.02","10,778,274.15","389,811.00","27.65","United States","NASDAQ","USD","1.00","USD","-"
"PFBC","PREFERRED BANK","Financials","Equity","10,763,708.76","0.02","10,763,708.76","212,051.00","50.76","United States","NASDAQ","USD","1.00","USD","-"
"DCO","DUCOMMUN INC","Industrials","Equity","10,754,428.45","0.02","10,754,428.45","247,855.00","43.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MIRM","MIRUM PHARMACEUTICALS INC","Health Care","Equity","10,742,429.36","0.02","10,742,429.36","407,992.00","26.33","United States","NASDAQ","USD","1.00","USD","-"
"SSP","EW SCRIPPS CLASS A","Communication","Equity","10,725,418.30","0.02","10,725,418.30","1,303,210.00","8.23","United States","NASDAQ","USD","1.00","USD","-"
"AGTI","AGILITI INC","Health Care","Equity","10,721,413.60","0.02","10,721,413.60","623,338.00","17.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLDD","GREAT LAKES DREDGE AND DOCK CORP","Industrials","Equity","10,703,471.70","0.02","10,703,471.70","1,466,229.00","7.30","United States","NASDAQ","USD","1.00","USD","-"
"ACMR","ACM RESEARCH CLASS A INC","Information Technology","Equity","10,690,336.92","0.02","10,690,336.92","1,073,327.00","9.96","United States","NASDAQ","USD","1.00","USD","-"
"BY","BYLINE BANCORP INC","Financials","Equity","10,657,379.09","0.02","10,657,379.09","564,181.00","18.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWI","SOLARWINDS CORP","Information Technology","Equity","10,594,398.56","0.02","10,594,398.56","1,099,004.00","9.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WASH","WASHINGTON TRUST BANCORP INC","Financials","Equity","10,592,094.50","0.02","10,592,094.50","386,150.00","27.43","United States","NASDAQ","USD","1.00","USD","-"
"EGHT","8X8 INC","Information Technology","Equity","10,584,088.20","0.02","10,584,088.20","2,520,021.00","4.20","United States","NASDAQ","USD","1.00","USD","-"
"ACCO","ACCO BRANDS CORP","Industrials","Equity","10,587,212.66","0.02","10,587,212.66","2,059,769.00","5.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORGN","ORIGIN MATERIALS INC CLASS A","Materials","Equity","10,562,670.00","0.02","10,562,670.00","2,347,260.00","4.50","United States","NASDAQ","USD","1.00","USD","-"
"TRTX","TPG RE FINANCE TRUST INC","Financials","Equity","10,539,837.44","0.02","10,539,837.44","1,543,168.00","6.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UFCS","UNITED FIRE GROUP INC","Financials","Equity","10,520,713.20","0.02","10,520,713.20","473,906.00","22.20","United States","NASDAQ","USD","1.00","USD","-"
"CLDT","CHATHAM LODGING TRUST REIT","Real Estate","Equity","10,466,286.48","0.02","10,466,286.48","1,063,647.00","9.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLNK","MERIDIANLINK INC","Information Technology","Equity","10,446,024.00","0.02","10,446,024.00","512,060.00","20.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CYH","COMMUNITY HEALTH SYSTEMS INC","Health Care","Equity","10,405,143.45","0.02","10,405,143.45","2,759,985.00","3.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FC","FRANKLIN COVEY","Industrials","Equity","10,325,853.45","0.02","10,325,853.45","272,091.00","37.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GOOD","GLADSTONE COMMERCIAL REIT CORP","Real Estate","Equity","10,326,094.08","0.02","10,326,094.08","864,832.00","11.94","United States","NASDAQ","USD","1.00","USD","-"
"NFBK","NORTHFIELD BANCORP INC","Financials","Equity","10,293,159.51","0.02","10,293,159.51","943,461.00","10.91","United States","NASDAQ","USD","1.00","USD","-"
"FMBH","FIRST MID BANCSHARES INC","Financials","Equity","10,276,373.52","0.02","10,276,373.52","414,036.00","24.82","United States","NASDAQ","USD","1.00","USD","-"
"MNTK","MONTAUK RENEWABLES INC","Utilities","Equity","10,246,004.56","0.02","10,246,004.56","1,415,194.00","7.24","United States","NASDAQ","USD","1.00","USD","-"
"HIBB","HIBBETT INC","Consumer Discretionary","Equity","10,237,437.35","0.02","10,237,437.35","279,635.00","36.61","United States","NASDAQ","USD","1.00","USD","-"
"AMOT","ALLIED MOTION TECHNOLOGIES INC","Industrials","Equity","10,240,141.70","0.02","10,240,141.70","290,089.00","35.30","United States","NASDAQ","USD","1.00","USD","-"
"WRLD","WORLD ACCEPTANCE CORP","Financials","Equity","10,221,987.08","0.02","10,221,987.08","87,196.00","117.23","United States","NASDAQ","USD","1.00","USD","-"
"SRI","STONERIDGE INC","Consumer Discretionary","Equity","10,215,222.50","0.02","10,215,222.50","583,727.00","17.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMPS","ALTUS POWER INC CLASS A","Utilities","Equity","10,211,970.14","0.02","10,211,970.14","2,034,257.00","5.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MBWM","MERCANTILE BANK CORP","Financials","Equity","10,214,146.41","0.02","10,214,146.41","357,513.00","28.57","United States","NASDAQ","USD","1.00","USD","-"
"HCKT","HACKETT GROUP INC","Information Technology","Equity","10,189,578.00","0.02","10,189,578.00","515,928.00","19.75","United States","NASDAQ","USD","1.00","USD","-"
"BLBD","BLUE BIRD CORP","Industrials","Equity","10,168,824.16","0.02","10,168,824.16","390,808.00","26.02","United States","NASDAQ","USD","1.00","USD","-"
"HAFC","HANMI FINANCIAL CORP","Financials","Equity","10,164,168.68","0.02","10,164,168.68","640,061.00","15.88","United States","NASDAQ","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","10,154,000.00","0.02","10,154,000.00","10,154,000.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"TSVT","2SEVENTY BIO INC","Health Care","Equity","10,153,536.30","0.02","10,153,536.30","835,682.00","12.15","United States","NASDAQ","USD","1.00","USD","-"
"CCBG","CAPITAL CITY BANK INC","Financials","Equity","10,155,635.88","0.02","10,155,635.88","313,833.00","32.36","United States","NASDAQ","USD","1.00","USD","-"
"OIS","OIL STATES INTERNATIONAL INC","Energy","Equity","10,133,669.31","0.02","10,133,669.31","1,413,343.00","7.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TCMD","TACTILE SYSTEMS TECHNOLOGY INC","Health Care","Equity","10,126,824.73","0.02","10,126,824.73","436,313.00","23.21","United States","NASDAQ","USD","1.00","USD","-"
"MSBI","MIDLAND STATES BANCORP INC","Financials","Equity","10,077,123.10","0.02","10,077,123.10","482,159.00","20.90","United States","NASDAQ","USD","1.00","USD","-"
"TH","TARGET HOSPITALITY CORP","Consumer Discretionary","Equity","10,052,025.88","0.02","10,052,025.88","655,282.00","15.34","United States","NASDAQ","USD","1.00","USD","-"
"KNSA","KINIKSA PHARMACEUTICALS LTD CLASS","Health Care","Equity","10,052,965.68","0.02","10,052,965.68","688,088.00","14.61","United States","NASDAQ","USD","1.00","USD","-"
"ALLO","ALLOGENE THERAPEUTICS INC","Health Care","Equity","9,930,922.98","0.02","9,930,922.98","1,770,218.00","5.61","United States","NASDAQ","USD","1.00","USD","-"
"VPG","VISHAY PRECISION GROUP INC","Information Technology","Equity","9,932,546.97","0.02","9,932,546.97","277,989.00","35.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CENX","CENTURY ALUMINUM","Materials","Equity","9,923,170.98","0.02","9,923,170.98","1,149,846.00","8.63","United States","NASDAQ","USD","1.00","USD","-"
"XPER","XPERI INC","Information Technology","Equity","9,878,684.40","0.02","9,878,684.40","927,576.00","10.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRNY","KEARNY FINANCIAL CORP","Financials","Equity","9,875,935.50","0.02","9,875,935.50","1,362,198.00","7.25","United States","NASDAQ","USD","1.00","USD","-"
"VZIO","VIZIO HOLDING CORP CLASS A","Consumer Discretionary","Equity","9,863,859.28","0.02","9,863,859.28","1,496,792.00","6.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALEC","ALECTOR INC","Health Care","Equity","9,854,258.00","0.02","9,854,258.00","1,384,025.00","7.12","United States","NASDAQ","USD","1.00","USD","-"
"PBI","PITNEY BOWES INC","Industrials","Equity","9,826,006.20","0.02","9,826,006.20","2,823,565.00","3.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HA","HAWAIIAN HOLDINGS INC","Industrials","Equity","9,825,539.79","0.02","9,825,539.79","1,138,533.00","8.63","United States","NASDAQ","USD","1.00","USD","-"
"ZEUS","OLYMPIC STEEL INC","Materials","Equity","9,804,510.12","0.02","9,804,510.12","213,699.00","45.88","United States","NASDAQ","USD","1.00","USD","-"
"MITK","MITEK SYSTEMS INC","Information Technology","Equity","9,757,340.10","0.02","9,757,340.10","936,405.00","10.42","United States","NASDAQ","USD","1.00","USD","-"
"FATE","FATE THERAPEUTICS INC","Health Care","Equity","9,746,546.25","0.02","9,746,546.25","1,856,485.00","5.25","United States","NASDAQ","USD","1.00","USD","-"
"BOC","BOSTON OMAHA CORP CLASS A","Communication","Equity","9,740,919.12","0.02","9,740,919.12","488,022.00","19.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROVR","ROVER GROUP INC CLASS A","Consumer Discretionary","Equity","9,733,198.65","0.02","9,733,198.65","2,093,161.00","4.65","United States","NASDAQ","USD","1.00","USD","-"
