Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AGYS","AGILYSYS INC","Information Technology","Equity","34,249,177.48","0.07","34,249,177.48","441,583.00","77.56","United States","NASDAQ","USD","1.00","USD","-"
"PGTI","PGT INNOVATIONS INC","Industrials","Equity","34,242,745.60","0.07","34,242,745.60","1,289,260.00","26.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRK","PARK NATIONAL CORP","Financials","Equity","34,221,959.46","0.07","34,221,959.46","316,782.00","108.03","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"IVT","INVENTRUST PROPERTIES CORP","Real Estate","Equity","34,210,329.66","0.07","34,210,329.66","1,512,393.00","22.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","Materials","Equity","34,168,618.26","0.07","34,168,618.26","552,622.00","61.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","34,103,987.68","0.07","34,103,987.68","1,180,886.00","28.88","United States","NASDAQ","USD","1.00","USD","-"
"VSTO","VISTA OUTDOOR INC","Consumer Discretionary","Equity","33,939,956.75","0.07","33,939,956.75","1,245,503.00","27.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROIC","RETAIL OPPORTUNITY INVESTMENTS REI","Real Estate","Equity","33,905,936.04","0.07","33,905,936.04","2,678,194.00","12.66","United States","NASDAQ","USD","1.00","USD","-"
"RDNT","RADNET INC","Health Care","Equity","33,807,410.84","0.07","33,807,410.84","1,112,818.00","30.38","United States","NASDAQ","USD","1.00","USD","-"
"CLDX","CELLDEX THERAPEUTICS INC","Health Care","Equity","33,744,704.47","0.07","33,744,704.47","1,016,713.00","33.19","United States","NASDAQ","USD","1.00","USD","-"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Financials","Equity","33,719,700.99","0.07","33,719,700.99","3,142,563.00","10.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSBC","WESBANCO INC","Financials","Equity","33,696,681.70","0.06","33,696,681.70","1,281,730.00","26.29","United States","NASDAQ","USD","1.00","USD","-"
"MOD","MODINE MANUFACTURING","Consumer Discretionary","Equity","33,654,433.56","0.06","33,654,433.56","1,105,599.00","30.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRWD","IRONWOOD PHARMA INC CLASS A","Health Care","Equity","33,589,328.10","0.06","33,589,328.10","3,045,270.00","11.03","United States","NASDAQ","USD","1.00","USD","-"
"BBIO","BRIDGEBIO PHARMA INC","Health Care","Equity","33,555,804.92","0.06","33,555,804.92","2,353,142.00","14.26","United States","NASDAQ","USD","1.00","USD","-"
"BORR","BORR DRILLING LTD","Energy","Equity","33,551,814.52","0.06","33,551,814.52","4,479,548.00","7.49","Norway","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENVA","ENOVA INTERNATIONAL INC","Financials","Equity","33,544,233.21","0.06","33,544,233.21","687,241.00","48.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","33,532,920.72","0.06","33,532,920.72","788,268.00","42.54","United States","NASDAQ","USD","1.00","USD","-"
"COUR","COURSERA INC","Consumer Discretionary","Equity","33,366,461.64","0.06","33,366,461.64","2,531,598.00","13.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","33,352,327.92","0.06","33,352,327.92","769,906.00","43.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKU","BANKUNITED INC","Financials","Equity","33,316,571.75","0.06","33,316,571.75","1,582,735.00","21.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBTB","NBT BANCORP INC","Financials","Equity","33,315,064.98","0.06","33,315,064.98","907,026.00","36.73","United States","NASDAQ","USD","1.00","USD","-"
"OXM","OXFORD INDUSTRIES INC","Consumer Discretionary","Equity","33,224,182.39","0.06","33,224,182.39","332,941.00","99.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNS","COHEN & STEERS INC","Financials","Equity","33,155,641.80","0.06","33,155,641.80","567,345.00","58.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GFF","GRIFFON CORP","Industrials","Equity","33,157,344.60","0.06","33,157,344.60","969,513.00","34.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNEX","STONEX GROUP INC","Financials","Equity","33,068,327.68","0.06","33,068,327.68","393,296.00","84.08","United States","NASDAQ","USD","1.00","USD","-"
"VRTV","VERITIV CORP","Industrials","Equity","33,015,387.86","0.06","33,015,387.86","290,654.00","113.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INT","WORLD FUEL SERVICES CORP","Energy","Equity","32,982,409.86","0.06","32,982,409.86","1,352,847.00","24.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BANR","BANNER CORP","Financials","Equity","32,945,203.50","0.06","32,945,203.50","688,510.00","47.85","United States","NASDAQ","USD","1.00","USD","-"
"PRIM","PRIMORIS SERVICES CORP","Industrials","Equity","32,941,592.70","0.06","32,941,592.70","1,182,822.00","27.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEX","NEXTIER OILFIELD SOLUTIONS INC","Energy","Equity","32,799,169.20","0.06","32,799,169.20","3,904,663.00","8.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTS","CTS CORP","Information Technology","Equity","32,730,249.75","0.06","32,730,249.75","703,725.00","46.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MORF","MORPHIC HOLDING INC","Health Care","Equity","32,660,932.88","0.06","32,660,932.88","572,597.00","57.04","United States","NASDAQ","USD","1.00","USD","-"
"JOBY","JOBY AVIATION INC CLASS A","Industrials","Equity","32,582,060.93","0.06","32,582,060.93","5,726,197.00","5.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMRC","AMERESCO INC CLASS A","Industrials","Equity","32,534,160.56","0.06","32,534,160.56","707,572.00","45.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTY","GETTY REALTY REIT CORP","Real Estate","Equity","32,323,794.39","0.06","32,323,794.39","937,737.00","34.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SVC","SERVICE PROPERTIES TRUST","Real Estate","Equity","32,270,444.71","0.06","32,270,444.71","3,654,637.00","8.83","United States","NASDAQ","USD","1.00","USD","-"
"VRE","VERIS RESIDENTIAL INC","Real Estate","Equity","32,169,287.41","0.06","32,169,287.41","1,915,979.00","16.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STRL","STERLING INFRASTRUCTURE INC","Industrials","Equity","32,019,261.60","0.06","32,019,261.60","650,798.00","49.20","United States","NASDAQ","USD","1.00","USD","-"
"ZUO","ZUORA INC CLASS A","Information Technology","Equity","31,972,676.78","0.06","31,972,676.78","2,799,709.00","11.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNC","TENNANT","Industrials","Equity","31,943,693.60","0.06","31,943,693.60","412,976.00","77.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADUS","ADDUS HOMECARE CORP","Health Care","Equity","31,944,085.69","0.06","31,944,085.69","343,079.00","93.11","United States","NASDAQ","USD","1.00","USD","-"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Consumer Discretionary","Equity","31,932,910.26","0.06","31,932,910.26","955,503.00","33.42","United States","NASDAQ","USD","1.00","USD","-"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Consumer Staples","Equity","31,855,530.87","0.06","31,855,530.87","894,567.00","35.61","United States","NASDAQ","USD","1.00","USD","-"
"SMTC","SEMTECH CORP","Information Technology","Equity","31,808,381.08","0.06","31,808,381.08","1,406,828.00","22.61","United States","NASDAQ","USD","1.00","USD","-"
"CNNE","CANNAE HOLDINGS INC","Financials","Equity","31,803,482.83","0.06","31,803,482.83","1,550,633.00","20.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RC","READY CAPITAL CORP","Financials","Equity","31,659,343.44","0.06","31,659,343.44","2,964,358.00","10.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGIO","AGIOS PHARMACEUTICALS INC","Health Care","Equity","31,625,507.55","0.06","31,625,507.55","1,214,031.00","26.05","United States","NASDAQ","USD","1.00","USD","-"
"MSEX","MIDDLESEX WATER","Utilities","Equity","31,617,125.40","0.06","31,617,125.40","383,145.00","82.52","United States","NASDAQ","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","31,583,739.72","0.06","31,583,739.72","325,572.00","97.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGPI","MGP INGREDIENTS INC","Consumer Staples","Equity","31,398,246.11","0.06","31,398,246.11","311,707.00","100.73","United States","NASDAQ","USD","1.00","USD","-"
"ABCL","ABCELLERA BIOLOGICS INC","Health Care","Equity","31,327,389.66","0.06","31,327,389.66","4,613,754.00","6.79","Canada","NASDAQ","USD","1.00","USD","-"
"SLVM","SYLVAMO CORP","Materials","Equity","31,146,296.67","0.06","31,146,296.67","761,337.00","40.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVAX","DYNAVAX TECHNOLOGIES CORP","Health Care","Equity","31,071,719.58","0.06","31,071,719.58","2,664,813.00","11.66","United States","NASDAQ","USD","1.00","USD","-"
"TTMI","TTM TECHNOLOGIES INC","Information Technology","Equity","31,069,355.16","0.06","31,069,355.16","2,261,234.00","13.74","United States","NASDAQ","USD","1.00","USD","-"
"TROX","TRONOX HOLDINGS PLC","Materials","Equity","30,997,447.44","0.06","30,997,447.44","2,600,457.00","11.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTS","VIRTUS INVESTMENT PARTNERS INC","Financials","Equity","30,991,326.34","0.06","30,991,326.34","153,506.00","201.89","United States","NASDAQ","USD","1.00","USD","-"
"ERII","ENERGY RECOVERY INC","Industrials","Equity","30,913,863.75","0.06","30,913,863.75","1,222,375.00","25.29","United States","NASDAQ","USD","1.00","USD","-"
"GRBK","GREEN BRICK PARTNERS INC","Consumer Discretionary","Equity","30,859,307.92","0.06","30,859,307.92","603,428.00","51.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BATRK","LIBERTY MEDIA LIBERTY BRAVES CORP","Communication","Equity","30,747,585.75","0.06","30,747,585.75","836,669.00","36.75","United States","NASDAQ","USD","1.00","USD","-"
"BHVN","BIOHAVEN LTD","Health Care","Equity","30,713,383.20","0.06","30,713,383.20","1,414,060.00","21.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALEX","ALEXANDER AND BALDWIN INC","Real Estate","Equity","30,694,933.73","0.06","30,694,933.73","1,614,673.00","19.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNN","LINDSAY CORP","Industrials","Equity","30,530,613.96","0.06","30,530,613.96","244,754.00","124.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USPH","US PHYSICAL THERAPY INC","Health Care","Equity","30,312,820.00","0.06","30,312,820.00","285,970.00","106.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLUS","EPLUS","Information Technology","Equity","30,302,759.08","0.06","30,302,759.08","591,158.00","51.26","United States","NASDAQ","USD","1.00","USD","-"
"TRMK","TRUSTMARK CORP","Financials","Equity","30,217,410.00","0.06","30,217,410.00","1,325,325.00","22.80","United States","NASDAQ","USD","1.00","USD","-"
"ELME","ELME","Real Estate","Equity","30,095,286.00","0.06","30,095,286.00","1,929,185.00","15.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XHR","XENIA HOTELS RESORTS REIT INC","Real Estate","Equity","29,958,772.86","0.06","29,958,772.86","2,394,786.00","12.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Financials","Equity","29,910,961.92","0.06","29,910,961.92","1,112,759.00","26.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYBT","STOCK YARDS BANCORP INC","Financials","Equity","29,813,345.76","0.06","29,813,345.76","640,321.00","46.56","United States","NASDAQ","USD","1.00","USD","-"
"BGCP","BGC PARTNERS INC CLASS A","Financials","Equity","29,647,775.67","0.06","29,647,775.67","7,042,227.00","4.21","United States","NASDAQ","USD","1.00","USD","-"
"MDRX","VERADIGM INC","Health Care","Equity","29,597,551.50","0.06","29,597,551.50","2,406,305.00","12.30","United States","NASDAQ","USD","1.00","USD","-"
"ANDE","ANDERSONS INC","Consumer Staples","Equity","29,568,845.89","0.06","29,568,845.89","715,433.00","41.33","United States","NASDAQ","USD","1.00","USD","-"
"MNRO","MONRO INC","Consumer Discretionary","Equity","29,565,363.75","0.06","29,565,363.75","696,475.00","42.45","United States","NASDAQ","USD","1.00","USD","-"
"IOVA","IOVANCE BIOTHERAPEUTICS INC","Health Care","Equity","29,520,823.20","0.06","29,520,823.20","3,354,639.00","8.80","United States","NASDAQ","USD","1.00","USD","-"
"TFIN","TRIUMPH FINANCIAL INC","Financials","Equity","29,511,805.86","0.06","29,511,805.86","507,599.00","58.14","United States","NASDAQ","USD","1.00","USD","-"
"IBTX","INDEPENDENT BANK GROUP INC","Financials","Equity","29,452,467.12","0.06","29,452,467.12","795,153.00","37.04","United States","NASDAQ","USD","1.00","USD","-"
"BRP","BRP GROUP INC CLASS A","Financials","Equity","29,449,548.32","0.06","29,449,548.32","1,358,374.00","21.68","United States","NASDAQ","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT INC","Real Estate","Equity","29,442,222.41","0.06","29,442,222.41","892,459.00","32.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLMR","PALOMAR HOLDINGS INC","Financials","Equity","29,420,972.91","0.06","29,420,972.91","543,123.00","54.17","United States","NASDAQ","USD","1.00","USD","-"
"AMEH","APOLLO MEDICAL HOLDINGS INC","Health Care","Equity","29,338,785.70","0.06","29,338,785.70","869,555.00","33.74","United States","NASDAQ","USD","1.00","USD","-"
"NVEE","NV5 GLOBAL INC","Industrials","Equity","29,245,938.93","0.06","29,245,938.93","301,163.00","97.11","United States","NASDAQ","USD","1.00","USD","-"
"AROC","ARCHROCK INC","Energy","Equity","29,170,659.42","0.06","29,170,659.42","3,019,737.00","9.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTGX","PROTAGONIST THERAPEUTICS INC","Health Care","Equity","29,120,419.80","0.06","29,120,419.80","1,032,639.00","28.20","United States","NASDAQ","USD","1.00","USD","-"
"PLAB","PHOTRONICS INC","Information Technology","Equity","29,028,340.44","0.06","29,028,340.44","1,332,798.00","21.78","United States","NASDAQ","USD","1.00","USD","-"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Equity","28,897,783.84","0.06","28,897,783.84","2,543,819.00","11.36","United States","NASDAQ","USD","1.00","USD","-"
"STEP","STEPSTONE GROUP INC CLASS A","Financials","Equity","28,850,744.76","0.06","28,850,744.76","1,228,737.00","23.48","United States","NASDAQ","USD","1.00","USD","-"
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Real Estate","Equity","28,831,071.18","0.06","28,831,071.18","3,329,223.00","8.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCHL","SCHOLASTIC CORP","Communication","Equity","28,807,849.68","0.06","28,807,849.68","656,664.00","43.87","United States","NASDAQ","USD","1.00","USD","-"
"PDFS","PDF SOLUTIONS INC","Information Technology","Equity","28,732,810.40","0.06","28,732,810.40","670,544.00","42.85","United States","NASDAQ","USD","1.00","USD","-"
"MRTN","MARTEN TRANSPORT LTD","Industrials","Equity","28,697,137.17","0.06","28,697,137.17","1,302,639.00","22.03","United States","NASDAQ","USD","1.00","USD","-"
"TWO","TWO HARBORS INVESTMENT CORP","Financials","Equity","28,682,138.44","0.06","28,682,138.44","2,169,602.00","13.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGM","FEDERAL AGRICULTURAL MORTGAGE NON","Financials","Equity","28,664,128.46","0.06","28,664,128.46","203,566.00","140.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DEA","EASTERLY GOVERNMENT PROPERTIES INC","Real Estate","Equity","28,666,542.08","0.06","28,666,542.08","2,035,976.00","14.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UVV","UNIVERSAL CORP","Consumer Staples","Equity","28,627,685.06","0.06","28,627,685.06","538,418.00","53.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRI","EVERI HOLDINGS INC","Consumer Discretionary","Equity","28,565,875.17","0.06","28,565,875.17","1,915,887.00","14.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AUPH","AURINIA PHARMACEUTICALS INC","Health Care","Equity","28,502,457.66","0.05","28,502,457.66","2,987,679.00","9.54","United States","NASDAQ","USD","1.00","USD","-"
"KDNY","CHINOOK THERAPEUTICS INC","Health Care","Equity","28,502,627.68","0.05","28,502,627.68","1,130,608.00","25.21","United States","NASDAQ","USD","1.00","USD","-"
"DGII","DIGI INTERNATIONAL INC","Information Technology","Equity","28,421,545.49","0.05","28,421,545.49","778,033.00","36.53","United States","NASDAQ","USD","1.00","USD","-"
"CWK","CUSHMAN AND WAKEFIELD PLC","Real Estate","Equity","28,422,828.00","0.05","28,422,828.00","3,328,200.00","8.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBH","SALLY BEAUTY HOLDINGS INC","Consumer Discretionary","Equity","28,391,073.65","0.05","28,391,073.65","2,379,805.00","11.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CODI","COMPASS DIVERSIFIED","Financials","Equity","28,240,740.00","0.05","28,240,740.00","1,384,350.00","20.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VECO","VEECO INSTRUMENTS INC","Information Technology","Equity","28,230,750.24","0.05","28,230,750.24","1,125,628.00","25.08","United States","NASDAQ","USD","1.00","USD","-"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","28,193,922.72","0.05","28,193,922.72","2,074,608.00","13.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMLX","AMYLYX PHARMACEUTICALS INC","Health Care","Equity","28,171,182.56","0.05","28,171,182.56","1,118,792.00","25.18","United States","NASDAQ","USD","1.00","USD","-"
"HTLF","HEARTLAND FINANCIAL USA INC","Financials","Equity","28,174,943.89","0.05","28,174,943.89","920,449.00","30.61","United States","NASDAQ","USD","1.00","USD","-"
"HEES","H AND E EQUIPMENT SERVICES INC","Industrials","Equity","28,097,257.76","0.05","28,097,257.76","710,963.00","39.52","United States","NASDAQ","USD","1.00","USD","-"
"LMAT","LEMAITRE VASCULAR INC","Health Care","Equity","28,075,262.66","0.05","28,075,262.66","432,526.00","64.91","United States","NASDAQ","USD","1.00","USD","-"
"NXT","NEXTRACKER INC","Industrials","Equity","27,951,504.30","0.05","27,951,504.30","685,590.00","40.77","United States","NASDAQ","USD","1.00","USD","-"
"LKFN","LAKELAND FINANCIAL CORP","Financials","Equity","27,904,781.52","0.05","27,904,781.52","513,711.00","54.32","United States","NASDAQ","USD","1.00","USD","-"
"VICR","VICOR CORP","Industrials","Equity","27,811,643.63","0.05","27,811,643.63","488,867.00","56.89","United States","NASDAQ","USD","1.00","USD","-"
"NG","NOVAGOLD RESOURCES INC","Materials","Equity","27,769,794.95","0.05","27,769,794.95","5,330,095.00","5.21","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","27,705,207.60","0.05","27,705,207.60","570,066.00","48.60","United States","NASDAQ","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","27,624,100.80","0.05","27,624,100.80","88,624.00","311.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACLX","ARCELLX INC","Health Care","Equity","27,579,577.87","0.05","27,579,577.87","656,813.00","41.99","United States","NASDAQ","USD","1.00","USD","-"
"CARS","CARS.COM INC","Communication","Equity","27,557,591.60","0.05","27,557,591.60","1,473,668.00","18.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHCO","CITY HOLDING","Financials","Equity","27,522,753.47","0.05","27,522,753.47","295,721.00","93.07","United States","NASDAQ","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","Equity","27,409,944.10","0.05","27,409,944.10","1,339,030.00","20.47","United States","NASDAQ","USD","1.00","USD","-"
"ZNTL","ZENTALIS PHARMACEUTICALS INC","Health Care","Equity","27,392,412.02","0.05","27,392,412.02","1,042,726.00","26.27","United States","NASDAQ","USD","1.00","USD","-"
"RCKT","ROCKET PHARMACEUTICALS INC","Health Care","Equity","27,162,539.04","0.05","27,162,539.04","1,243,706.00","21.84","United States","NASDAQ","USD","1.00","USD","-"
"PRO","PROS HOLDINGS INC","Information Technology","Equity","27,111,904.80","0.05","27,111,904.80","923,430.00","29.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DO","DIAMOND OFFSHORE DRILLING INC","Energy","Equity","27,067,155.85","0.05","27,067,155.85","2,246,237.00","12.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MATW","MATTHEWS INTERNATIONAL CORP CLASS","Industrials","Equity","27,026,512.48","0.05","27,026,512.48","667,651.00","40.48","United States","NASDAQ","USD","1.00","USD","-"
"WNC","WABASH NATIONAL CORP","Industrials","Equity","27,002,679.05","0.05","27,002,679.05","1,061,009.00","25.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLF","HERBALIFE NUTRITION LTD","Consumer Staples","Equity","26,982,772.00","0.05","26,982,772.00","2,176,030.00","12.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HNI","HNI CORP","Industrials","Equity","26,935,633.20","0.05","26,935,633.20","1,009,960.00","26.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","26,850,626.40","0.05","26,850,626.40","860,597.00","31.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LZB","LA-Z-BOY INC","Consumer Discretionary","Equity","26,835,422.14","0.05","26,835,422.14","959,093.00","27.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSTK","SHUTTERSTOCK INC","Communication","Equity","26,809,950.30","0.05","26,809,950.30","533,001.00","50.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CIM","CHIMERA INVESTMENT CORP","Financials","Equity","26,805,426.00","0.05","26,805,426.00","5,194,850.00","5.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROAD","CONSTRUCTION PARTNERS INC CLASS A","Industrials","Equity","26,745,494.22","0.05","26,745,494.22","889,737.00","30.06","United States","NASDAQ","USD","1.00","USD","-"
"PFS","PROVIDENT FINANCIAL SERVICES INC","Financials","Equity","26,696,628.80","0.05","26,696,628.80","1,530,770.00","17.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MODN","MODEL N INC","Information Technology","Equity","26,638,508.52","0.05","26,638,508.52","832,974.00","31.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBNC","FIRST BANCORP","Financials","Equity","26,631,197.90","0.05","26,631,197.90","802,870.00","33.17","United States","NASDAQ","USD","1.00","USD","-"
"CHGG","CHEGG INC","Consumer Discretionary","Equity","26,621,055.01","0.05","26,621,055.01","2,770,141.00","9.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JELD","JELD WEN HOLDING INC","Industrials","Equity","26,585,030.26","0.05","26,585,030.26","1,860,394.00","14.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMKTA","INGLES MARKETS INC CLASS A","Consumer Staples","Equity","26,345,357.46","0.05","26,345,357.46","316,119.00","83.34","United States","NASDAQ","USD","1.00","USD","-"
"KFRC","KFORCE INC","Industrials","Equity","26,333,935.18","0.05","26,333,935.18","440,146.00","59.83","United States","NASDAQ","USD","1.00","USD","-"
"DDD","3D SYSTEMS CORP","Industrials","Equity","26,251,319.68","0.05","26,251,319.68","2,828,806.00","9.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AKR","ACADIA REALTY TRUST REIT","Real Estate","Equity","26,230,459.00","0.05","26,230,459.00","1,950,220.00","13.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MARA","MARATHON DIGITAL HOLDINGS INC","Information Technology","Equity","26,207,728.02","0.05","26,207,728.02","2,612,934.00","10.03","United States","NASDAQ","USD","1.00","USD","-"
"TVTX","TRAVERE THERAPEUTICS INC","Health Care","Equity","26,201,160.45","0.05","26,201,160.45","1,375,389.00","19.05","United States","NASDAQ","USD","1.00","USD","-"
"ZIP","ZIPRECRUITER INC CLASS A","Communication","Equity","26,183,595.52","0.05","26,183,595.52","1,620,272.00","16.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMP","COMPASS MINERALS INTERNATIONAL INC","Materials","Equity","26,170,765.28","0.05","26,170,765.28","763,664.00","34.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRNC","CERENCE INC","Information Technology","Equity","26,156,956.00","0.05","26,156,956.00","901,964.00","29.00","United States","NASDAQ","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","25,996,515.35","0.05","25,996,515.35","975,479.00","26.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBRT","FRANKLIN BSP REALTY TRUST INC","Financials","Equity","25,974,476.88","0.05","25,974,476.88","1,859,304.00","13.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIZZ","NATIONAL BEVERAGE CORP","Consumer Staples","Equity","25,912,424.20","0.05","25,912,424.20","524,543.00","49.40","United States","NASDAQ","USD","1.00","USD","-"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","Financials","Equity","25,800,940.44","0.05","25,800,940.44","567,303.00","45.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STEL","STELLAR BANCORP INC","Financials","Equity","25,740,136.50","0.05","25,740,136.50","1,015,390.00","25.35","United States","NASDAQ","USD","1.00","USD","-"
"CRNX","CRINETICS PHARMACEUTICALS INC","Health Care","Equity","25,731,626.88","0.05","25,731,626.88","1,169,088.00","22.01","United States","NASDAQ","USD","1.00","USD","-"
"HSKA","HESKA CORP","Health Care","Equity","25,724,375.04","0.05","25,724,375.04","214,656.00","119.84","United States","NASDAQ","USD","1.00","USD","-"
"NSSC","NAPCO SECURITY TECHNOLOGIES INC","Information Technology","Equity","25,650,813.18","0.05","25,650,813.18","703,533.00","36.46","United States","NASDAQ","USD","1.00","USD","-"
"TCBK","TRICO BANCSHARES","Financials","Equity","25,645,908.78","0.05","25,645,908.78","701,091.00","36.58","United States","NASDAQ","USD","1.00","USD","-"
"LADR","LADDER CAPITAL CORP CLASS A","Financials","Equity","25,631,343.36","0.05","25,631,343.36","2,542,792.00","10.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVNS","AVANOS MEDICAL INC","Health Care","Equity","25,573,683.33","0.05","25,573,683.33","1,029,951.00","24.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MFA","MFA FINANCIAL INC","Financials","Equity","25,547,696.20","0.05","25,547,696.20","2,293,330.00","11.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MD","PEDIATRIX MEDICAL GROUP INC","Health Care","Equity","25,445,375.74","0.05","25,445,375.74","1,818,826.00","13.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
